Issue key,Issue id,Custom field (Exposure),Summary,Reporter,Created,Custom field (Customer Name),Custom field (State Reason),Component/s,Component/s,Custom field (Closed Reason),Status,Custom field (Found in build),Custom field (Fix in Build),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Priority,Assignee,Custom field (Root Cause),Resolution
WIFI-27173,442256,1-Critical,[Lenovo-IdeaPad][LCFC][YogaC740 IML][RS6][9560& AX201]WiFi show no internet (no IP address) after resume from S4 stress test,caizhiqi,17/Jun/19 4:12 PM,Lenovo - IdeaPad,Fixed,WinDriver->Performance,,,Closed,STHWFW5633_21.20.0.5G,STHWFW5882_21.30.3.1,Jefferson Peak 2 Quasar (9560),,,,,,,,AP_sends_M3,LimitedConnectivity,WiFi_WIN:21.30.2.1,WiFi_WIN:99.0.47.6,WiFi_WIN:99.0.48.1,windrv_tccb_review_done,,,,P2-High,mchechik,"Root cause:

AP send Addba request and imeddiatelly after that M1 EAPOL (SN0)
Driver receive addba request and starting to open aggregation with FW and send Addba response
When driver receive first EAPOL (M1) the open aggregation flow doesn't finished, and driver handle M1 as normal packet (not AGG) 
driver send to AP M2 EAPOL, and AP send to driver M3 (SN1)
when driver receive M3, the Open aggregation flow already finished, and driver store M3 (SN1) in reorder buffer (SN0 is missing in reorder buffer, because was handled as normal packet)
second after that AP send new M3 (SN2), driver see that packet SN1 is aged, and notify to OS 2 M3 packets
OS answer to first of them with M4, but AP expect to M4 for second M2


The Fix: Upon connection establishment (encryption ready), answer ADDBA response with decline status, and only after connect aggree to aggregation",Fixed
WIFI-26782,442442,1-Critical,[Lenovo-IdeaPad][Inhouse][ICL-U][YogaC940][AX201][FW Assert_0x5d] One specific unit of SIT Phase#2 have high F/R(happen within 20 cycles) WIFI YB during CB stress,caizhiqi,11/Jun/19 4:06 PM,Lenovo - IdeaPad,Fixed,System->MAC,,,Closed,21.20.0.5,STHWFW5754_21.30.0.3,Harrison Peak 2 Quasar (AX201),,,,,,,,QSR_YB,YellowBang,,,,,,,,P2-High,caizhiqi,"assert 0x5D was caused because of wrong collection data in alive WD (access preg protected while fw might be alive)ץ
In addition to that:
21.30 branch, beyond the fixes that we thought were needed for the 2 Lenovo issues (for 26170, and 26782), there was another major FW code change in 21.30 which was added for robustness against YB issues.",Fixed
WIFI-26754,442452,2-High,[Lenovo-Ideapad][Wistron][YogaS940][IcelakeL-U][AX201][RS6]AX201 Intel WLAN YB during WB test(FR: 62/800),caizhiqi,10/Jun/19 9:16 PM,Lenovo - IdeaPad,Fixed,WinDriver->System flows,,,Closed,Wifi 21.20.1.1,,Harrison Peak 2 Quasar (AX201),,,,,,,,,,,,,,,,,P2-High,caizhiqi,,Fixed
WIFI-26715,442466,2-High,[Lenovo-IdeaPad][Inhouse][ICL-U][YogaC940][BSoD_0xD1][Netwtw08!DeviceControlLayer]9560 BSOD 0xD1 happen while MS functions testing,caizhiqi,10/Jun/19 4:37 PM,Lenovo - IdeaPad,Fixed,WinDriver->System flows,,,Closed,21.20.0.5,STHWFW5709_21.30.0.1,Jefferson Peak 2 Quasar (9560),,,,,,,,windrv_tccb_review_done,,,,,,,,,P2-High,mchechik,"handling wrong interrupt, see WIFI-26227 for full analysis ",Fixed
WIFI-26651,442495,1-Critical,[ThinkPad Japan] Wi-Fi configuration (UEFI 1.0.9) still cannot appear in the BIOS setup menu on Ratchet CML,flee5,06/Jun/19 5:17 PM,Lenovo - ThinkPad JP,Fixed,UEFIDriver,,,Closed,IntelWlanPkg_10919213.zip /1.0.9 UEFI WiFi driver,,Jefferson Peak 2 Quasar (9560),,,,,,,,UEFI,,,,,,,,,P2-High,flee5,,Fixed
WIFI-26629,442503,2-High,[Lenovo-IdeaPad][Inhouse][ICL-U][YogaC940]assert 0x0231 was found during AX201 MS resume test,caizhiqi,06/Jun/19 1:53 PM,Lenovo - IdeaPad,Fixed,FW->TLC,,,Closed,21.20.0.5,STHWFW5972_21.40.0.1,Harrison Peak 2 Quasar (AX201),,,,,,,,LimitedConnectivity,LQ1,WeekPlan,,,,,,,P2-High,mchechik,timer expired in D3 state.,Fixed
WIFI-26546,442537,2-High,[Lenovo IdeaPad][CML][S540-13][RS6][FVT]AX201 sometimes fail connect to ASUS AX88u AP,caizhiqi,05/Jun/19 11:23 AM,Lenovo - IdeaPad,Fixed,WinDriver->Connectivity,,,Closed,21.20.0.5,STHWFW5672_21.20.1.1,Harrison Peak 2 Quasar (AX201),,,,,,,,,,,,,,,,,P2-High,caizhiqi,"This bug shares the same root cause as WIFI-26065 and was already implemented by FW-> DP in core45, 46 and Master.

https://git-amr-10.devtools.intel.com/gerrit/#/c/33550/
",Fixed
WIFI-26479,442560,2-High,"[Lenovo-IdeaPad][Wistron][YogaS940][9560&AX201][IceLake-U][RS6-RTM]File transfer with network drive and FTP server by wireless connection will be interrupted.(FR:2/2units,16/20times)",caizhiqi,04/Jun/19 3:50 PM,Lenovo - IdeaPad,Fixed,WinDriver->WiFi Extensions,,,Closed,21.10.1.2,,Harrison Peak 2 Quasar (AX201),,,,,,,,,,,,,,,,,P2-High,caizhiqi,,Fixed
WIFI-26343,442638,2-High,[Lenovo-IdeaPad][Inhouse][ICL-U][YogaC940] 9560 will show no internet randomly under daily office with 21.20.0.4 PC driver,caizhiqi,03/Jun/19 11:24 AM,Lenovo - IdeaPad,Fixed,WinDriver->System flows,,,Closed,STHWFW5607_21.20.0.4,STHWFW5709_21.30.0.1,Jefferson Peak 2 Quasar (9560),,,,,,,,LimitedConnectivity,,,,,,,,,P2-High,mchechik,"in MCC update flow the mpapd status didn't change to ""during"" while re-trigger the mpapd calibration.
+driver 5D fix",Fixed
WIFI-26170,442680,1-Critical,"[Lenovo-IdeaPad][Inhouse][ICL-U][YogaC940][AX201&9560][Assert_0x84]AX201&9560 will show limited internet and can not visit internet after resume from MS, then it can auto recover after 5-10 seconds",caizhiqi,30/May/19 12:06 PM,Lenovo - IdeaPad,Fixed,FW->Data Path,,,Closed,21.20.0.4,STHWFW5754_21.30.0.3,Harrison Peak 2 Quasar (AX201),,,,,,,,0xf014,Disconnect,LimitedConnectivity,Quasar_SN_restore,WiFi_WIN:21.20.2.1,WiFi_WIN:21.30.0.1,,,,P2-High,caizhiqi,"Fix sequence Number sync after waking up from D3
because of ARP Reply is being sent from FW during D3 state (ARP offload)
there will be a mismatch between Drv and FW regarding SSN. since in (QsR+)
sequences are handled by FW. Driver must update its tfdq head and tail
according to the SSN got from the query WOW LAN GET STATUSES",Fixed
WIFI-25127,443137,1-Critical,[Lenovo-IdeaPad][Inhouse][ICL-U][YogaC940] 9560 will show no internet randomly while idling or under function/stress test,caizhiqi,20/May/19 4:13 PM,Lenovo - IdeaPad,Fixed,FW->PHY,,,Closed,STHWFW5520_21.10.2.2,STHWFW5607_21.20.0.4,Jefferson Peak 2 Quasar (9560),,,,,,,,LimitedConnectivity,,,,,,,,,P2-High,caizhiqi,"in MCC update flow the mpapd status didn't change to ""during"" while re-trigger the mpapd calibration",Fixed
WIFI-24801,443182,1-Critical,[Lenovo-IdeaPad][Inhouse][ICL-U][YogaC940][AX201][FW Assert_0x2078]pre-QS AX201 with D0 CPU can't SCAN AP after stress CB test,bzhan21,16/May/19 12:54 PM,Lenovo - IdeaPad,Fixed,WinDriver->Connectivity,,,Closed,STHWFW4992_21.10.0.1,STHWFW5504_21.20.0.3,Harrison Peak 2 Quasar (AX201),,,,,,,,assert_loop,ht_action_frame,Red-X,WiFi_WIN:99.0.43.4,,,,,,P2-High,bzhan21,"HT action frame can change the TX recommended channel width.
If we're connected HT 20 mhz, no action should be done.
The decision if the connection is 20 or 40 was done based on the AP capabilities and not based on the actual connection limitations to 20MHz due to OTP/MCC limitations.",Fixed
WIFI-24773,443203,1-Critical,[Lenovo-IdeaPad][Inhouse][ICL-U][YogaC940][RS6][FW_Assert_0x0000] AX201 random YB during WB CB stress (F/R: 1/300),caizhiqi,15/May/19 10:02 PM,Lenovo - IdeaPad,Fixed,WinDriver->Platform,,,Closed,STHWFW5336_21.10.1.2,,Harrison Peak 2 Quasar (AX201),,,,,,,,YB,YellowBang,,,,,,,,P2-High,caizhiqi,,Fixed
WIFI-24604,443259,2-High,"[Lenovo][Huaqin][CML][S540-15IML][9462] 9462 shows WLAN YB in DM after install 21.10.1.2 driver (F/R:100%), while 9560 is OK with the same driver",caizhiqi,14/May/19 11:13 AM,Lenovo - IdeaPad,Fixed,WinDriver->System flows,,,Closed,21.10.1.2,,Jefferson Peak 1 Quasar (9462),,,,,,,,YellowBang,,,,,,,,,P2-High,caizhiqi,,Fixed
WIFI-24184,443410,1-Critical,[Lenovo-IdeaPad][Inhouse][ICL-U][YogaC940]  AX201&9560 will show limited internet and can not visit internet after resume from MS (Connected Lenovo Enterprise Network).(F/R: almost 100%),caizhiqi,08/May/19 6:55 PM,Lenovo - IdeaPad,Fixed,WinDriver->System flows,,,Closed,21.10.1,STHWFW5607_21.20.0.4,Harrison Peak 2 Quasar (AX201),,,,,,,,FCM_help,LimitedConnectivity,WiFi_WIN:21.20.2.1,WiFi_WIN:21.30.0.1,WiFi_WIN:99.0.47.2,,,,,P2-High,caizhiqi,"The requirement for FW recovery data completion on miniport reset is that FW configured to the same state as before the reset
therefore need to end FW recovery data flow only when all driver modules completed reset (HMAC and MMAC)

Today  the recovery flow completed when MMAC modules finished reset

Fix - wait for HMAC modules reset complete, and after that finish FW recovery data flow
Note: the fix is for recovery flow, not for assert",Fixed
WIFI-23923,443573,2-High,[Lenovo-IdeaPad][LCFC][YogaS740-IIL][RS6][9560]Hotspot auto turn off and internet disconnect when share 2.4G to 5G with Intel 9560 card.,caizhiqi,05/May/19 9:12 PM,Lenovo - IdeaPad,Fixed,WinDriver->WiFi Extensions,,,Closed,sthwfw5274_21.10.0.100g,STHWFW5607_21.20.0.4,Jefferson Peak 2 Quasar (9560),,,,,,,,WFD,,,,,,,,,P2-High,caizhiqi,"same as 23507.
RC: mac-wake-delay changed and caused negative sleep time",Fixed
WIFI-23339,443805,1-Critical,[Lenovo-IdeaPad][Inhouse][ICL-U][YogaC940][9560]latest DRTU 1913 not work and always local connect fail,caizhiqi,26/Apr/19 1:27 PM,Lenovo - IdeaPad,Fixed,WinNonProduct->xVT,,,Closed,20.120,STHWFW5358_21.20.0.1,Jefferson Peak 2 Quasar (9560),,,,,,,,oem_tools,WiFi_WIN:99.0.43.4,,,,,,,,P2-High,caizhiqi,API alignment between USC and FW,Fixed
WIFI-22422,443974,1-Critical,[Lenovo-IdeaPad][Inhouse][ICL-U][YogaC940][AX201][FW Assert_0x2078]pre-QS AX201 with D0 CPU can't SCAN AP after stress CB test,caizhiqi,16/Apr/19 3:12 PM,Lenovo - IdeaPad,Fixed,WinDriver->Connectivity,,,Closed,STHWFW4992_21.10.0.1,STHWFW5358_21.20.0.1,Harrison Peak 2 Quasar (AX201),,,,,,,,assert_loop,ht_action_frame,Red-X,WiFi_WIN:99.0.43.4,,,,,,P2-High,caizhiqi,"HT action frame can change the TX recommended channel width.
If we're connected HT 20 mhz, no action should be done.
The decision if the connection is 20 or 40 was done based on the AP capabilities and not based on the actual connection limitations to 20MHz due to OTP/MCC limitations.",Fixed
WIFI-22258,444070,2-High,[Lenovo-IdeaPad/Compal][WHL][V330-14IKB][3165][Windows RS6/19H1] 3165 cannot enable 5G hotspot with BIOS-CN enable. (Fail units: 2/6),caizhiqi,11/Apr/19 2:15 PM,Lenovo - IdeaPad,Fixed,WinDriver->Connectivity,,,Closed,Kit131437 Intel Wifi 21.0.0.100 PV STHWFW4980G,STHWFW5356_21.20.0.1,Stone Peak 1 (3165),,,,,,,,WFD,WiFi_WIN:99.0.43.4,,,,,,,,P2-High,mchechik,"1.BIOS read failure (regulatory section) leads to sending default MCC to uCode.
W/a is to try to resend the MCC later in the flow (msysLateAuthentication). Fix is relevant only to CC26
2. add simple implementation for UEFI bios emulator to test bug WIFI-22258",Fixed
WIFI-22120,444153,1-Critical,[Lenovo JP][lenovo_jazz_sideswipe][WHL/CcP] AX200 show yellow bang (code 10) in device manager during reboot test,flee5,09/Apr/19 6:10 PM,Lenovo - ThinkPad JP,Fixed,System->MAC,,,Closed,sthwfw4862_21.0.0.5g,STHWFW5709_21.30.0.1,Cyclone Peak 2 (AX200),,,,,,,,YellowBang,,,,,,,,,P2-High,mchechik,BT RF kill toggle during transition to Sx cause the TOP SCU to get stuck in unknown state,Fixed
WIFI-22006,444195,1-Critical,[Lenovo-IdeaPad][Inhouse][ICL-U/HrP][YogaC940] ES2 AX201 can't scan AP after stress CB,caizhiqi,08/Apr/19 11:13 AM,Lenovo - IdeaPad,Fixed,Product,,,Closed,20.120,,Harrison Peak 2 Quasar (AX201),,,,,,,,Red-X,,,,,,,,,P2-High,caizhiqi,,Fixed
WIFI-21515,444406,1-Critical,[Lenovo JP][BSOD 0xA][Netwtw06!prvActionFrameAddMacHeaderToFrame] Win10:Never crash BSOD issue,flee5,01/Apr/19 5:43 PM,Lenovo - ThinkPad JP,Fixed,WinDriver->WiFi Extensions,,,Closed,STHWFW4664 / 20.70.6.1,STHWFW5358_21.20.0.1,Windstorm Peak 2 (8265),,,,,,,,BSOD-0xA,WiFi_WIN:99.0.43.4,,,,,,,,P2-High,flee5,"BSOD due to releasing the MAC and calling the
end CB of time event of send action frame while race from FW
on notification of start time event.
This cause the start time event CB to use NULL pointer.

fix include in master from Feb-2018
43cc1503e6c8b28181e44ebf317791ced2d56789",Fixed
WIFI-21363,444453,2-High,[Lenovo-ideaPad][LCFC-HF][Y530-ICH][BSoD_0x7E][Netwtw06!vifMgrGetContext] BSOD(SYSTEM_THREAD_EXCEPTION_NOT_HANDLED) pointing to WiFi was found When run WB.,caizhiqi,29/Mar/19 11:43 AM,Lenovo - IdeaPad,Fixed,WinDriver->System flows,,,Closed,20.70.0.100,,Jefferson Peak 2 Pulsar (9560),,,,,,,,BSOD-0x7E,,,,,,,,,P2-High,caizhiqi,,Fixed
WIFI-21121,444503,1-Critical,[ThinkPad JP][LCFC-TW][X390/X490][BSOD 0x50][Netwtw08!prvSapProcessQueue] BSOD occurs when power on the unit with type-c device attached.,flee5,26/Mar/19 5:17 PM,Lenovo - ThinkPad JP,Fixed,WiAMTDriver->SAP,,,Closed,sthwfw4335_20.110.0.3g,,Jefferson Peak 2 Pulsar (9560),,,,,,,,BSOD-0x50,,,,,,,,,P2-High,flee5,,Fixed
WIFI-21048,444534,1-Critical,[Lenovo-IdeaPad][Inhouse][ICL-U][YogaC940][9560/AX201]Can not read HID sensor data correctly. F/R: >50%,caizhiqi,25/Mar/19 4:05 PM,Lenovo - IdeaPad,Fixed,PIE,,,Closed,21.0.0.2,STHWFW5493,Jefferson Peak 2 Quasar (9560),,,,,,,,Install,,,,,,,,,P2-High,caizhiqi,"During some changes in the PIE Service, the PSensor COM initialization was moved from the PIE Service Run function (which is the main thread run by the SCM manager, and keeps running until the service is stopped) to another thread that terminated shortly after starting. SensorAPI COM interface requires that any thread that's using the API calls the CoInitialize function, and when moving the initialization to the thread that terminated, the event CB functions couldn't be called because the thread that initialized the SensorAPI didn't exist anymore.",Fixed
WIFI-20903,444568,1-Critical,[Lenovo-IdeaPad][Inhouse][ICL-U/HrP][YogaC940][FW Assert_0x71] AX201 pre-QS sample WIFI always show YB with D0 CPU,caizhiqi,21/Mar/19 11:44 AM,Lenovo - IdeaPad,Fixed,WinDriver->System flows,,,Closed,21.0.0.2,STHWFW5198_21.10.0.5,Harrison Peak 2 Quasar (AX201),,,,,,,,YellowBang,,,,,,,,,P2-High,caizhiqi,FSEQ CNVio DPHY lane alignment,Fixed
WIFI-20839,444589,1-Critical,[ThinkPad JP][LCFC-TW][BSOD 0x7E][Netwtw08!seqQueueRemoveElement] bsod occurs after resume from lid sleep,flee5,20/Mar/19 4:28 PM,Lenovo - ThinkPad JP,Fixed,WinDriver->System flows,,,Closed,sthwfw4335_20.110.0.3g,,Jefferson Peak 2 Pulsar (9560),,,,,,,,BSOD-0x7E,,,,,,,,,P2-High,flee5,,Fixed
WIFI-20786,444609,1-Critical,[ThinkPad JP][BSOD 0x7E][Netwtw08!seqQueueRemoveElement] 19H1: BSOD at WiFi Driver 20.120.0.4 - JFP2,flee5,19/Mar/19 5:53 PM,Lenovo - ThinkPad JP,Fixed,WinDriver->System flows,,,Closed,STHWFW4664_20.120.0.4,,Jefferson Peak 2 Pulsar (9560),,,,,,,,BSOD-0x7E,,,,,,,,,P2-High,flee5,,Fixed
WIFI-20636,444660,1-Critical,"[Lenovo IdeaPad][Compal][S340-14/15;S540-14IWL][FW Assert_0x942]Intel-9462 yellow bang issue during WB test",caizhiqi,18/Mar/19 10:31 AM,Lenovo - IdeaPad,Fixed,FW->PHY,,,Closed,"20.100.0.100;21.0.0.5",STHWFW5036_21.10.0.2,Jefferson Peak 1 Pulsar (9462),,,,,,,,HW,YellowBang,,,,,,,,P2-High,caizhiqi,Fix was insert in Driver recovery flow.,Fixed
WIFI-20212,444747,2-High,"[Lenovo_Desktop][LCFC][Nano][WHL/9560] WIFI HTTP boot fail on IPV6 with 9560NGW & 9260NGW, IPV4 pass but IPV6 fail",caizhiqi,13/Mar/19 3:37 PM,Lenovo - Desktop,Fixed,UEFIDriver,,,Closed,UEFI 1.0.7,,Jefferson Peak 2 Pulsar (9560),,,,,,,,BIOS,UEFI,,,,,,,,P2-High,caizhiqi,,Fixed
WIFI-19041,444934,2-High,[ThinkPad Japan][Walter-3.0_GSKU][BSOD-0x7E][Netwtw06!vifMgrGetContext+0x4] BSOD occurred when do system restart,flee5,25/Feb/19 4:27 PM,Lenovo - ThinkPad JP,Fixed,WinDriver->System flows,,,Closed,sthwfw3287_20.70.0.5g,,Thunder Peak 2 (9260),,,,,,,,BSOD-0x7E,,,,,,,,,P2-High,flee5,,Fixed
WIFI-19031,444942,3-Medium,"[Lenovo-ThinkPad JP][LCFC-TW] WLAN could not be installed when Uninstall proset from ""App & features"" and select ""Save Settings""",flee5,25/Feb/19 12:02 PM,Lenovo - ThinkPad JP,Fixed,ProSet->Installer,,,Closed,sthwfw4664_20.120.0.4g,STHWFW4956_21.0.0.5,Jefferson Peak 2 Pulsar (9560),,,,,,,,PROSet,,,,,,,,,P2-High,flee5,"UWD Unistall blocked due to required Reg key not deleted.
Moved Deletion of Registry to appropriate place during Proset Un-install.",Fixed
WIFI-17939,445126,2-High,[ThinkPad China][LCFC][T470p][KBL][8265][RS4] Wifi radio is off and cannot be turned on after enabling HW rfkill,flee5,12/Feb/19 1:54 PM,Lenovo - ThinkPad China,Fixed,WinDriver->System flows,,,Closed,STHWFW2750_20.40.0.4G，STHWFW4664_20.120.0.4,STHWFW4992_21.10.0.1,Windstorm Peak 2 (8265),,,,,,,,RFKill,,,,,,,,,P2-High,flee5,"The limitation of toggling radio was resolved
The problem is that the radio flow read the HW register instead of looking at the flow that is actually running.
Sha1 on core 36 : 25c068292045a826114c5594df46a776306af554",Fixed
WIFI-16500,445503,1-Critical,"[Lenovo-ideaPad][LCFC-HF][720S-13IKBR,Y520-15IKBM][8265] The unit can't share 5GHZ hotspot with Lan cable(BIOS-CN enable). Issue start from 20.70.1.1 driver, while it pass with 20.70.0.5",caizhiqi,16/Jan/19 6:17 PM,Lenovo - IdeaPad,Fixed,FW->PHY,,,Closed,"20.70.1.1, 20.70.4.2, 20.70.5.2",STHWFW4738_21.0.0.2,Windstorm Peak 2 (8265),,,,,,,,WFD,,,,,,,,,P2-High,caizhiqi,faulty system requirement  setting Cina Bios MCC to geo profile entry to wrong value - '0' instead of '8',Fixed
WIFI-16023,445724,2-High,"[ICL U][CSLP][Lenovo_Yoga _C940][RS5][WW51][SX]: BSOD KMODE_EXCEPTION_NOT_HANDLED (1e) observed during CS, S4 & WR Cycles Pointing Intel WiFi Driver.",caizhiqi,10/Jan/19 11:33 AM,Lenovo - IdeaPad,Fixed,3rd Party->Bridge Incoming->Platform,,,Closed,20.115.0.1,STHWFW4704_21.0.0.1,Harrison Peak 2 Quasar (AX201),,,,,,,,BSOD-0x1E,FIXED_PENDING_DELIVERY,race_TX__peerremoval,WiFi_WIN:99.0.43.4,,,,,,P2-High,caizhiqi,Delay remove peer flow in case tx scheduler is processing activation,Fixed
WIFI-15848,445781,2-High,[Lenovo-ThinkPad][LCFC-TW][BSOD 0x9F][nt!PnpBugcheckPowerTimeout] 0x9f happens after resume from S3 when run cold start in DC mode 0°C,flee5,07/Jan/19 2:37 PM,Lenovo - ThinkPad JP,Fixed,WinDriver->System flows,,,Closed,sthwfw3950_20.90.0.7g,,Jefferson Peak 2 Pulsar (9560),,,,,,,,BSOD-0x9F,,,,,,,,,P2-High,flee5,,Fixed
WIFI-15619,445895,2-High,[Lenovo-ThinkPad][LCFC-TW] The warning message “Exception: access is denied” pop up if click change in Programs and Features,flee5,02/Jan/19 2:32 PM,Lenovo - ThinkPad JP,Fixed,ProSet->Installer,,,Closed,STHWFW4228_20.110.0.1,STHWFW4483_20.110.0.3,Jefferson Peak 2 Pulsar (9560),,,,,,,,Windows,,,,,,,,,P2-High,flee5,Reverted WIFI-1110 Fix provided on 20.110 Release.,Fixed
WIFI-15328,446105,3-Medium,DCR-283 integration - [Lenovo IdeaPad] Request to update P-sensor WMI interface,caizhiqi,27/Dec/18 2:58 PM,Lenovo - IdeaPad,Fixed,WinDriver->Platform,,,Closed,WFDRV41793_V99.0.42.3_RM_da0b625d_DRVb341c180,STHWFW4795_21.0.0.4,Cyclone Peak 2 (AX200),Harrison Peak 2 Quasar (AX201),Jefferson Peak 1 Pulsar (9462),Jefferson Peak 1 Quasar (9462),Jefferson Peak 2 Pulsar (9560),Jefferson Peak 2 Quasar (9560),Thunder Peak 2 (9260),,WiFi_WIN:99.0.43.4,,,,,,,,,P3-Medium,caizhiqi,No driver change. ,Fixed
WIFI-15196,446166,1-Critical,[Lenovo-IdeaPad/Inhouse][YogaC940][ICL_HrP]22560 WIFI can't scan any AP after flashing BIOS with BIOS-CN(F/R:100%),caizhiqi,21/Dec/18 1:06 PM,Lenovo - IdeaPad,Fixed,Product,,,Closed,"STHWFW4014_20.95.0.4; STHWFW4325_20.115.0.4",,Harrison Peak 2 Quasar (AX201),,,,,,,,OTP,Red-X,,,,,,,,P2-High,caizhiqi,,Fixed
WIFI-15115,446221,2-High,[ICL U][CSLP][Lenovo_Yoga _C940][RS5][WW48][SNS][BSoD_0xD1][Netwtw08!mibBssTblGetActive]: DRIVER_IRQL_NOT_LESS_OR_EQUAL (d1) is observed while running Youtube Streaming over Wi-Fi,caizhiqi,19/Dec/18 1:58 PM,Lenovo - IdeaPad,Fixed,3rd Party->Bridge Incoming->Platform,,,Closed,STHWFW4014_20.95.0.4,STHWFW4325_20.115.0.4,Harrison Peak 2 Quasar (AX201),,,,,,,,BSOD-0xD1,,,,,,,,,P2-High,mchechik,Driver needs to lock BSS table before calling mibBssTblUnSetActive or mibBssTblUnSetCandidate.,Fixed
WIFI-14721,446348,2-High,[Lenovo ThinkPad JP][LCFC][T470p][KBL][8265][RS4] Wifi radio is off and cannot be turned on after enabling HW rfkill,flee5,10/Dec/18 6:25 PM,Lenovo - ThinkPad JP,Fixed,WinDriver->System flows,,,Closed,STHWFW2750_20.40.0.4G,STHWFW4440_20.120.0.1,Windstorm Peak 2 (8265),,,,,,,,RFKILL,,,,,,,,,P2-High,flee5,"Root cause analysis:
The dbg_assert is because ""Got FW alive while RF is off!!""
Why does this happen? The flow is:
HW radio off
suspend
HW radio on
resume
HW radio off",Fixed
WIFI-14557,446434,2-High,"[Lenovo-IdeaPad/Inhouse][Yoga920/Yogabook 2][Connectivity][8265]After Win10 RS5 system Modern-standby resume,WiFi shows limited internet connection",caizhiqi,04/Dec/18 4:34 PM,Lenovo - IdeaPad,Fixed,WinDriver->Connectivity,,,Closed,20.60.2.2,STHWFW4297_20.110.0.3,Windstorm Peak 2 (8265),,,,,,,,LimitedConnectivity,ModernStandby,WiFi_WIN:99.0.42.1,,,,,,,P2-High,caizhiqi,"API misalignment on updating TSC/RSC PN for CCMP post D3
",Fixed
WIFI-14549,446442,2-High,[Lenovo IdeaPad][Y740-17ICH SIT][Killer 1550i][BSoD_0x9F][nt!PnpBugcheckPowerTimeout] Manual_CB_DC Bluescreen(Bsod:0X9f) w/ dump file when do manual_CB_DC.(F/R:1/40).,caizhiqi,04/Dec/18 1:23 PM,Lenovo - IdeaPad,Fixed,WinDriver->System flows,,,Closed,20.90.0.7,STHWFW4333_20.110.0.3,Killer i (1550 i)  ,,,,,,,,BSOD-0x9F,,,,,,,,,P2-High,mchechik,not closing the transport layer in time,Fixed
WIFI-14501,446477,1-Critical,[Lenovo-IdeaPad][Inhouse][ICL-U][YogaC940][AX201-1216] OTA Tx throughput is lower than 200Mbps.,caizhiqi,03/Dec/18 11:38 PM,Lenovo - IdeaPad,Fixed,FW->PHY,,,Closed,20.95.0.4,,Harrison Peak 2 Quasar (AX201),,,,,,,,NPI,Performance,Quasar_HW,,,,,,,P2-High,caizhiqi,,Fixed
WIFI-14336,446605,1-Critical,[Lenovo-IdeaPad][Wistron][YogaS940-14IWL][9560] WiFi icon show red X and No WiFi networks found,caizhiqi,28/Nov/18 9:00 AM,Lenovo - IdeaPad,Fixed,FW->PHY,,,Closed,20.100.0.100,STHWFW4297_20.110.0.3,Jefferson Peak 2 Pulsar (9560),,,,,,,,Red-X,,,,,,,,,P2-High,mchechik,same RC as in WIFI-13760,Fixed
WIFI-13729,446996,1-Critical,"[Lenovo-IdeaPad][Inhouse][KBL-R][Yoga930][RS5]WiFi icon shows limited connection after resume from MS, but it can auto recover in 30~60secs",caizhiqi,12/Nov/18 5:28 PM,Lenovo - IdeaPad,Fixed,WinDriver->Performance,,,Closed,20.100.0.4,STHWFW4317_20.110.0.3,Thunder Peak 2 (9260),,,,,,,,LimitedConnectivity,WiFi_WIN:99.0.42.4,WiFi_WIN:99.0.43.1,,,,,,,P2-High,mchechik,"When D3 flow starts, driver does not close RX
aggregations. D0 (FW) code doesn't close them as well, but D3
code sends DELBA frame to AP (on all opened TIDs). This actually
tells AP that we close all recipient aggregations, but DRV and D0 code
remain in the 'old' state, where aggregations are still open.
The problem starts when we move back to D0. For DRV after resuming
from D3 AP will try another ADDBA on an existing TID, when FW D0
code runs still with open aggregation window and AP sends single frames
or aggregated frames out-of-window, so it may case FW some
inconsistency on the BACK window and probably to 'loose' these
frames
the idea of the fix is to close all opened aggregation internally.
Note: UT is being implemented, one test with suspend/resume was
tested manually and passed.",Fixed
