Issue key,Issue id,Custom field (Exposure),Summary,Reporter,Created,Custom field (Customer Name),Custom field (State Reason),Component/s,Component/s,Custom field (Closed Reason),Status,Custom field (Found in build),Custom field (Fix in Build),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Custom field (Tested Hardware),Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Priority,Assignee,Custom field (Root Cause),Resolution
WIFI-278839,1526827,2-High,[ASUS][RPL][GfP2][22.190]Wi-Fi will be not able to search 5Ghz AP SSID when using 2.4Ghz during WiDi screen casting,sujohnsx,16/Jan/23 11:46 AM,Asus,Fixed,FW->MVM,,,Closed,Win11 SV2,CRWFW7648_99.0.79.3,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,postM_noTask,,,,,,,,,,P2-High,gzitok,"    [BUGFIX] mvm: don't account for the losing time of the wrong link

    When we want to look for a hole for an event, and our event is placed
    after event B, we want to make sure that we leave room for the link that
    runs event B to loose the medium properly before we run our event.
    In case of GO / BSS in SCM, we can have the following scenario:

    GO's beacon saver ends at 100
    BSS'es TBTT ends at 50

    This means that we could place an event at 101 since the losing time of
    the GO is 0, but we don't since we want to leave enough time for the
    losing for the client.

    This wouldn't be a big problem if we didn't have to re-allocate events.
    I saw in USIM the following problem:

    1) time is now 50
    2) GO / BSS in SCM, beacon of the GO is at 150, beacon of the BSS at 100
    3) Fragmented scan allocates events (50 ms long)
    4) We place one time NOA for a fragment of the scan at time 180, after
       the next beacon of the GO (because of the beacon saver)
       Note that this overrides the BSS's TBTT which is fine.
    5) the beacon saver event of the GO ends at 180 to give room for the
       scan event
    6) time passes by, we are at 100
    7) TBTT of the BSS runs and we remove the occurrence after beacon Rx
    8) Refresh
    9) we place again the the scan's fragment, but this time we place it at
       180 + BSS's losing time.
    <=== This is the bug ===>

    We just moved the fragmented scan's event, but we had a NOA that was
    placed exactly for that specific event and now the fragmented scan's
    event is unfortunate because of the beacon saver of the GO.

    We could have placed the fragmented scan's event again at 180 because
    the client already knows it needs to have left the channel by 180. But
    because we take into account the losing time of the BSS after an event
    that belongs to the GO, we delay the scan event by 4ms and it misses the
    window created by the GO's NOA.

    Fix this by looking at the losing time of the link of the specific event
    that precedes the hole, and do not consider all the events in the
    binding.
",Fixed
WIFI-278150,1522113,2-High,[Huawei][Quanta][H9U][CurieF][AX211][21H2][WLAN] DDD log can't deocode,chuchar1,11/Jan/23 2:36 PM,Huawei,Fixed,WinDriver->DDD,,,Closed,22.190DDD,CRWFW7445_99.0.78.4,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,install,tccb_of_tccb_windrv,,,,,,,,,P3-Medium,chuchar1,filling the scatter gather buffer wrong with the MDLs,Fixed
WIFI-276319,1510763,2-High,[HUAWEI][HUAQIN][ADL-P][AX201&AX211[WiFi][22H2] DDD Log file size does not increase during the test and didn't record the full test,zhe12,03/Jan/23 7:37 PM,,Fixed,WinDriver->DDD,,,Closed,REL_22.190,PHWFW07258_22.210.0.1,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,install,,,,,,,,,,P4-Low,zhe12,"commit hash: 52ce48be2bbc2cd5e59357d52d8aea081c874f9d
b12ba8d1a1ad4e56e3426863b3fe05536450c3dc",Fixed
WIFI-276315,1510296,3-Medium,[ASUS PC][T3304GA ][AX201][22.170][ADL-N]BSOD 0xc2_99_Netwtw10!prvOscWdiWapiEncryptedFrameSendComplete running reboot aging,nickych,03/Jan/23 6:29 PM,Asus,Fixed,WinDriver->Performance,,,Closed,22.170.0.3,PHWFW07258_22.210.0.1,Harrison Peak 2 Solar (AX201),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,nickych,Clean NBL meta data in case of classification failure,Fixed
WIFI-274576,1503445,2-High,[Samsung][Vesta][AX211][P221215-07337][FW Assert 0x1A27] PC doesn't reply to EAP request from Phone.,kjfang,27/Dec/22 2:33 PM,Samsung,Fixed,WinDriver->Connectivity,,,Closed,22.160.3.2,SBHWFW00464_23.20.0.3,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,kjfang,"TLC command sent before PHY command for P2P client when upgrading to HE
Fixed in commit ac2964954cf6f750aeabd0699e2a4d7c4fab7128",Fixed
WIFI-274412,1502804,2-High,[Samsung][Venus2][Mars2][GfP2][Win11] TX throughput was degraded against Samsung S21 when changing the role from GO to p2p client. ,kjfang,26/Dec/22 6:35 PM,Samsung,Fixed,WinDriver->WiFi Extensions,,,Closed,22.190.0.4,CRWFW7445_99.0.78.4,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,windrv_tccb_review_done,,,,,,,,,,P2-High,kjfang,"PseudoHeSupport should be enabled in ADD MAC because FW stores HE STA's & Link's
params only if PseudoHeSupport is ON.
Meaning, in case the PPE thresholds is sent in STA command before the MAC was configured to PseudoHeSupport ON, the FW ignores the PPE thr params.",Fixed
WIFI-274368,1502453,2-High,[LG][14Z90RS][TGL/AX201/Win11 22H2] Unable to connect to ixVeriwave on 5GHz,flee5,26/Dec/22 3:29 PM,LG,Fixed,FW->Data Path,,,Closed,22.180.2.1,CRWFW7296_99.0.77.6,Harrison Peak 2 Quasar (AX201),,,,,,,,,,,,,,,,,,,,,,postM_noTask,,,,,,,,,,P2-High,gzitok,https://gerritwcs.ir.intel.com/c/wcd_fw-dev/+/33953,Fixed
WIFI-272933,1498028,1-Critical,[Samsung][Venus2-15R][RPL][GfP2][FW Assert 0x20003220] WLAN Yellow bang issue,kjfang,20/Dec/22 2:16 PM,Samsung,Fixed,System->MAC,,,Closed,22.180.0.4,M_99.0.77.7_DRV_82c599_FW_5ba53a_142792,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,kjfang,"Protocol's Max TWT SP is 64TUs (65280us), (1 byte for SP in 256us units)
when BT doesn't care of the latency and request small quota and TBTT is big enough, it causes WF's SP to be bigger than max SP field. This overflow cause the multiple assert that finally cause YB.
This also reveals a faulty corner that is not related to TWT, as such scenario causes either bigger starvations to WF or to BT. 
The solution is to prevent such scenarios and not delete the assert.
",Fixed
WIFI-272412,1389597,2-High,ANT tool shows error with 9462  on ADL,jackleex,05/Sep/22 8:10 AM,WIKO,Fixed,WinDriver->Performance,,,Closed,10.0.22000.556,PHWFW07258_22.210.0.1,Jefferson Peak 1 Pulsar (9462),Jefferson Peak 1 Quasar (9462),,,,,,,,,,,,,,,,,,,,,windrv_tccb_review_done,,,,,,,,,,P2-High,jackleex,"TGL platform run with quazar + JfP 1x1 card, there is no bug

ADL run with solar + JfP 1x1 and there is the bug in driver (mhiff) that didn't take bSadAlternativeAntUsed from fw meta info (rx packet)",Fixed
WIFI-270141,1483065,2-High,[DELL][Wistron][Stradale RPL] We can only connect UNII-4 band with MCC = FR while we enable UNII4 for US in BIOS,frankfcy,07/Dec/22 11:22 AM,Dell,Fixed,FW->PHY,,,Closed,DVT1,PHWFW07258_22.210.0.1,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,postM_noTask,UNII4,,,,,,,,,P2-High,anadagou,"he bug was due to a temporary workaround to DISABLE_UNII4_EU_AND_ALIKE, which was needed to be removed but was missed .",Fixed
WIFI-270139,1483899,1-Critical,[Lenovo-IdeaPad][ADL][SV2][Yogabook9][win11][RPL][GfP2]can not get SAR table from P-Sensor HID ,caizhiqi,08/Dec/22 6:18 PM,Lenovo - IdeaPad,Fixed,PIE,,,Closed,22.190.0.4,22.190.0,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P1-Stopper,caizhiqi,The fix for the bug WIFI-251564 caused this bug.,Fixed
WIFI-269893,1483278,2-High,[Dell][Wistron][AX211]This error occurred when the intel WLAN driver of intel AX211 WLAN Card was upgrade from intel WLAN driver 22.180.0.4 to 22.180.0.4.,frankfcy,07/Dec/22 4:05 PM,Dell,Fixed,Installer,,,Closed,PHWFW06975_22.180.0.4G,22.190.0,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,frankfcy,"During repair mode, when using an SFX (like DUP), the installer searched for setup.xml in the DUP directory instead of the extracted installer directory.",Fixed
WIFI-268398,1477504,1-Critical,[Dell][CML-S][9260][UEFI]Wlan module can not connect on CML-S,frankfcy,01/Dec/22 8:39 AM,Dell,Fixed,UEFIDriver,,,Closed,1.2.12.22272,3.2.19.22491,Thunder Peak 2 (9260),,,,,,,,,,,,,,,,,,,,,,UEFI-WIFI,,,,,,,,,,P2-High,frankfcy,"fix introducer during fuzzing run  - fixing queue tx allocation
see comment in patch",Fixed
WIFI-266055,1469057,1-Critical,[ASUS] AX101 WiFi throughput drop when BT is enabled but not connected to BT device,nickych,22/Nov/22 5:44 PM,Asus,Fixed,System->PHY,,,Closed,99.0.76.4,PHWFW07258_22.210.0.1,Harrison Peak 1 Quasar (AX101),,,,,,,,,,,,,,,,,,,,,,BT-Coex,performance,,,,,,,,,P2-High,nickych,"Bug: WiFi throughput drop when BT is enabled. Corun AGC table wasn't
properly characterized to define the gain steps accuracy
Fix: update AGC table for corun",Fixed
WIFI-264725,1464978,1-Critical,"[CTE/ODM_Emdoor][Win11][StP1_3165]Driver hang and scan list show empty after resume from S3 or frequent radio off/on(fail rate: 30+%) in ID and RU, no repro in China",caizhiqi,17/Nov/22 5:57 PM,CTE,Fixed,WinDriver->System flows,,,Closed,19.51.42.2,CRWFW7228_99.0.77.4,Stone Peak 1 (3165),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,caizhiqi,Missed setupComplete in case of SecondBiosMcc,Fixed
WIFI-259929,1451170,1-Critical,[ASUS][Assert 0x4444] AX101 WiFi throughput drop when BT is enabled but not connected to BT device,cyeh1,03/Nov/22 12:06 PM,Asus,Fixed,FW->PHY,,,Closed,22.180.0.4,CRWFW7171_99.0.77.1,Harrison Peak 1 Quasar (AX101),,,,,,,,,,,,,,,,,,,,,,BT-Coex,performance,postM_noTask,,,,,,,,P2-High,cyeh1,"Delivered by Borochov/Darzi:
7e9c1c8608ca52253e2aef4154966d307b7af5ca
[BUGFIX] phy: fill AGC table for COEX
in case of scanning HB, we clear the up entries of the AGC table,
when we return to LB, in antenna B, we filled only the first 16 entries
of the table with antenna B DB, but we didn't fill the COEX values.
This caused bad AGC values in case of COEX active, which led to
high energy measurements on the antenna (eventually led to assert 0x4444
due to TX defers).
This fix fills the COEX entries with the correct values.",Fixed
WIFI-258005,1432504,1-Critical,[Dell][Compal][Nexus14/16][WIFI Function Test]PPAG does not work on KILLER1690i,frankfcy,25/Oct/22 11:06 AM,Dell,Fixed,FW->PHY,,,Closed,22.170,\\infs089b.iil.intel.com\Zip_Listener\buildSystem\WIFI_DRV\master\M_99.0.76.1_DRV_06418c_FW_8a547c_132007,Garfield Peak 4 Solar (AX411),,,,,,,,,,,,,,,,,,,,,,postM_noTask,,,,,,,,,,P2-High,frankfcy,Max delta gain table not updated for GFP4,Fixed
WIFI-256268,1426294,2-High,[Honor][huaqin][HiggsE][ADL][AX201][21H1[20%]softap created at 2.4G channel,caizhiqi,17/Oct/22 11:24 AM,Honor,Fixed,FW->Scan,,,Closed,22.160.0.3,PHWFW06981_22.190.0.1,Harrison Peak 2 Solar (AX201),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,caizhiqi,"See patch details.
In short, an aborted scan triggered an MCC update although it should not have done so. The fix avoid MCC update on aborted scan.",Fixed
WIFI-255990,1424657,1-Critical,[HUAWEI][Wingtech][DiracR][ADL-M][AX201[WiFi][22H2]PC uses Miracast for screen projection，view mang garbage,zhe12,14/Oct/22 2:03 PM,Huawei,Fixed,FW->Data Path,,,Closed,22.170.0.3,CRWFW7040_99.0.76.2,Harrison Peak 2 Solar (AX201),,,,,,,,,,,,,,,,,,,,,,75-spin,postM_noTask,,,,,,,,,P2-High,zhe12,"HW bug - SCD doesn't ignore out of window bits in the bitmap scratch area.
Added FW WA (clear all bits in entry).
the bug caused an errored frame in aggregation to be marked as DONE.",Fixed
WIFI-255760,1423653,3-Medium,[Fujitsu] DDD Log file size does not increase during the test and didn't record the full test,nickych,13/Oct/22 4:39 PM,Fujitsu,Fixed,WinDriver->DDD,,,Closed,"22.160.0.4, 22.160.3.2, 22.170.0.3",M_99.0.76.1_DRV_a6dfcd_FW_11825a_131298,Gale Peak 2 (BE200),Garfield Peak 2 Solar (AX211),Harrison Peak 2 Quasar (AX201),Harrison Peak 2 Solar (AX201),Typhoon Peak 2 (AX210),,,,,,,,,,,,,,,,,,windrv_tccb_review_done,,,,,,,,,,P2-High,nickych,DDD buffer was fool,Fixed
WIFI-255169,1422332,2-High,[Honor][huaqin][HiggsF][ADL][AX211][21H1[10%] 5G band not allowed for GO after Assert 0x19d7,caizhiqi,11/Oct/22 10:23 PM,Honor,Fixed,FW->PHY,,,Closed,"22.110.1.1,22.160.0.3",CRWFW7075_99.0.76.3,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,postM_noTask,,,,,,,,,,P2-High,caizhiqi,fix LARI change config for China BIOS,Fixed
WIFI-253202,1415605,1-Critical,[DELL][HrP1]RFQ Throughput Evaluation...abnormal throughput at 2.4GHz 40MHz channel 6L 11n mode TX direction,frankfcy,03/Oct/22 11:50 AM,Dell,Fixed,System->PHY,,,Closed,22.170.2.1,CRWFW7171_99.0.77.1,Harrison Peak 1 Solar (AX101),,,,,,,,,,,,,,,,,,,,,,assert-0x4444,performance,WIFI_BT_COEX,,,,,,,,P2-High,frankfcy,"Delivered by Borochov/Darzi:
7e9c1c8608ca52253e2aef4154966d307b7af5ca
[BUGFIX] phy: fill AGC table for COEX
in case of scanning HB, we clear the up entries of the AGC table,
when we return to LB, in antenna B, we filled only the first 16 entries
of the table with antenna B DB, but we didn't fill the COEX values.
This caused bad AGC values in case of COEX active, which led to
high energy measurements on the antenna (eventually led to assert 0x4444
due to TX defers).
This fix fills the COEX entries with the correct values.",Fixed
WIFI-252922,1414359,1-Critical,"[ASUS][W7600H3A][TGL][AX201][22.180] After rebooting, scan list is empty",nickych,30/Sep/22 5:47 PM,Asus,Fixed,PIE,,,Closed,20H2,\\amr.corp.intel.com\ec\proj\dpgec\iag\mwg\wscm_releases\PHWFW\PHWFW06975_22.180.0.4,Harrison Peak 2 Quasar (AX201),,,,,,,,,,,,,,,,,,,,,,RedesignStatistics,,,,,,,,,,P2-High,nickych,Fixed deadlock between RouterDLL and PIE IHV.,Fixed
WIFI-252455,1413006,2-High,"[Huawei][Quanta][H99E][NobelF][AX201][21H2][WLAN] [AX201][805737181 ]After the WiFi driver is upgraded to version 160, there are more than 900 unknown threads in the message center, which are always blocked, and this problem occurs only after the driver i",chuchar1,29/Sep/22 9:44 AM,Huawei,Fixed,PIE,,,Closed,22.160.0.3,99.0.76,Harrison Peak 1 Solar (AX101),,,,,,,,,,,,,,,,,,,,,,RedesignStatistics,,,,,,,,,,P2-High,chuchar1,"Those threads are opened by a ""KeepAlive"" timer which runs a function every second to check if the connection to RPC is still valid.
The connection to RPC check is done by running an API that is sent to the RPC server, if the API fails, it returns an error.
When the Wlanext.exe process is in ""pending"" state, the RPC server doesn't respond to the RPC call which blocks the call forever (Bug in MSRPC).
Since the call is blocked, and the timer is still running, every second another thread is being stuck, and this is why there are so many threads.
To solve this, I put a boolean that signals if there is already a running thread, if there is already a running thread, the function will exit without doing anything.",Fixed
WIFI-252267,1411905,2-High,[ASUS][TGL][TyP][22.80.0.9] WiFi device YB fatal error assert_0x201013f2,sujohnsx,28/Sep/22 12:40 PM,Asus,Fixed,TOP->FW,,,Closed,PHWFW04463_22.80.0.9,PHWFW06981_22.190.0.1,Typhoon Peak 2 (AX210),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,sujohnsx, DCR-924 being excluded from TyP BT FW,Fixed
WIFI-251564,1407982,2-High,"[Huawei][Quanta][H9U][CurieF][AX211][21H2][WLAN][805727007] After CurieF loads the PIE DLL, calling WifiGetAdapterList cannot return the adapter correctly",chuchar1,22/Sep/22 5:01 PM,Huawei,Fixed,PIE,,,Closed,22.160.0.3,99.0.76,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,chuchar1,"GetAdapterList also returned success, regardless if it failed or not.
Also, count wasn't initialized with 0.",Fixed
WIFI-249167,1398510,1-Critical,"[Huawei][Quanta][H9U][CurieF][AX211][21H2][WLAN][805696778] CurieF and mobile phone cooperate with Huawei multi-screen, softap is created in 2.4G",chuchar1,14/Sep/22 5:15 PM,Huawei,Fixed,FW->Scan,,,Closed,22.160.0.3,M_99.0.76.2_DRV_ca6637_FW_1e3c23_132810,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,postM_noTask,,,,,,,,,,P2-High,chuchar1,See patches,Fixed
WIFI-247522,1391894,2-High,[HP][WARPATH14LX] Wi-Fi sensing WOA&WAL distance exceeds Intel KPI.,lchienx,07/Sep/22 5:12 PM,HP,Fixed,FW->Sensing,,,Closed,22.170.0.2 / 99.0.74.8,PHWFW07173_22.200.0.2,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,Sensing,,,,,,,,,,P2-High,lchienx,"Sensing Algo adaptations:
- WA = 100 us
- channel 36
- logarithmic metric
- rest parameters similar to MSI 
 ",Fixed
WIFI-247381,1391749,2-High,[MSFT Quanta][Z96_YuShan] Conducted TX spectrum flatness fail IEEE specification,brentonw,07/Sep/22 8:32 AM,Microsoft,Fixed,System->PHY,,,Closed,PreEV,CRWFW7040_99.0.76.2,Harrison Peak 2 Quasar (AX201),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,brentonw,This issue is being handled on DCR-1934,Fixed
WIFI-246831,1389617,2-High,[ASUS][W7600H3A][TGL][AX201][FATAL_ERROR: oscSystemFlowsPublishYellowBangApi (26) - tag: 0x4222 ] Wlan YB code 10 when run reboot aging,nickych,05/Sep/22 10:20 AM,Asus,Fixed,WinDriver->Infrastructure,,,Closed,20H2,PHWFW06827_22.180.0.1,Harrison Peak 2 Quasar (AX201),,,,,,,,,,,,,,,,,,,,,,windrv_tccb_review_done,,,,,,,,,,P2-High,nickych,"he fix for BadDmaRead was worng because it allocated on existing
aloocation and caused a memory leak.
afterward we freed the last memory, therefore the memory was zero.

the fix is to set it in temporal value and copy it back again afterward.",Fixed
WIFI-244597,1382064,2-High,"[HUAWEI][HUAQIN][machC][Intel AC 9560][WiFi][Win11]Because the DUT missed beacon happening ,  cause to the DUT will switch to weak signal AP automatically",zhe12,26/Aug/22 8:42 PM,Huawei,Fixed,FW->PHY,,,Closed,22.160.0.3,22.170.0,Jefferson Peak 2 Solar (9560),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,zhe12,,Fixed
WIFI-244514,1382029,2-High,[Dell][Burton dock] AX210 sometimes would not reported 6GHz functionality in assoc req(assert=0x200008fe),frankfcy,26/Aug/22 2:17 PM,Dell,Fixed,FW->PHY,,,Closed,MP,CRWFW6842_99.0.75.2,Typhoon Peak 2 (AX210),,,,,,,,,,,,,,,,,,,,,,postM_noTask,,,,,,,,,,P2-High,frankfcy,"[BUGFIX] PHY: correct context data in Modify

Update context data at relevant part of code.
Also change assert to make sure lmac ID remains the same.",Fixed
WIFI-243533,1378181,2-High,[Dell] DMAr setting typo in WifiDrv08Customizations.inf,frankfcy,22/Aug/22 10:09 AM,Dell,Fixed,Product->OEM customization,,,Closed,22.150,22.170,Garfield Peak 4 Solar (AX411),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,frankfcy,typo in DMA remapping registry section Netwta10->Netwaw10,Fixed
WIFI-242638,1374394,2-High,[Lenovo-IdeaPad][ADL][SV2][S770-14pro][win11][SVT][HrP]0XD1 BSOD when codeboot,caizhiqi,17/Aug/22 2:12 PM,Lenovo - IdeaPad,Fixed,WinDriver->Performance,,,Closed,22.160.0.3,PHWFW06827_22.180.0.1,Harrison Peak 2 Solar (AX201),,,,,,,,,,,,,,,,,,,,,,windrv_tccb_review_done,,,,,,,,,,P2-High,ainon,missing FW input validation,Fixed
WIFI-241078,1353694,3-Medium,Not able to disable Chain A/B separately through registry keys anymore,brentonw,10/Aug/22 2:57 PM,Microsoft,Fixed,WinDriver->Performance,,,Closed,22.150PV,PHWFW06981_22.190.0.1,Harrison Peak 2 Quasar (AX201),,,,,,,,,,,,,,,,,,,,,,windrv_tccb_review_done,,,,,,,,,,P2-High,brentonw,"fixing rlcChainSettings registry key,
when trying to use only antenna A or only antenna B separately, the registry key doesn't work.
the solution is to fill the valid mask param from the custom config while receiving
the Rx chain.",Fixed
WIFI-240803,1353170,2-High,[HP][Quanta]-SIO2113247 [DMG10][RPL][GFP2-AX211][Win11 22H2 Build 22621.4]-Device Manager show YB on WLAN when the connected network switches channels with Indonesia AR6 OS. -- Ucode Assert 0x8FE,timdaway,09/Aug/22 8:04 PM,HP,Fixed,FW->Data Path,,,Closed,PHWFW06629_22.160.0.3,PHWFW06827_22.180.0.1,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,postM_noTask,,,,,,,,,,P2-High,iamir,"The AP assoc at 80MHz while in the TF it sends the secondary 80MHz RU is set.
The fix is to abort this TF and avoid the sysassert.
https://gerritwcs.ir.intel.com/c/wcd_fw-dev/+/20325",Fixed
WIFI-239407,1347859,2-High,[Intel][NUC]Installation Error with WiFi_DRV_SA,frankfcy,03/Aug/22 5:15 PM,Intel,Fixed,WinDriver->Installation,,,Closed,22.160,99.0.74,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,frankfcy,"StartupPath was wrong, instead of using the setup.xml of the running installer, it used that setup.xml in the bundle package cache folder.",Fixed
WIFI-236751,1338962,2-High,[Lenovo-DT][M90q-3][ADL][9560][SV2][ECR611026] Intel9560 WiFi(2.4G 802.11n)WiFi data rate in OS not meet with spec,caizhiqi,25/Jul/22 12:57 PM,Lenovo - Desktop,Fixed,WinDriver->Performance,,,Closed,"wifi driver：22.140.0.3; BT driver：22.140.0.4",PHWFW06665_22.170.0.1,Jefferson Peak 2 Solar (9560),,,,,,,,,,,,,,,,,,,,,,connectivity,,,,,,,,,,P2-High,caizhiqi,"reset the link quality parameters with INVALDATE and not with 0.
",Fixed
WIFI-236550,1311834,2-High,[DRTU] UNII4 is not supported on DRTU,brentonw,01/Jul/22 1:00 PM,HP,Fixed,WinNonProduct->xVT,,,Closed,22.150PV,M_99.0.74.8_DRV_49f260_FW_a0e15d_124513,Garfield Peak 2 Solar (AX211),,,,,,,,,,,,,,,,,,,,,,windrv_tccb_review_done,,,,,,,,,,P2-High,brentonw,"LAR flow (or part of it) was not enable in XVT mode. 
This specific issue where we see that BIOS regulatory values (e.g. UNII4) not applied was added to driver in the last year (DCR722- Regulatory - unii4 enablement bitmap),
in LAR section which is excluded in xvt mode. 
The fix is to enable this section in xvt mode. ",Fixed
WIFI-231421,1316075,2-High,[Huaqin][ASUS][B5302][Intel ADL-P][Win11 21H2][AX201/AX211] UEFI-Release-221522232 function Scan error.,cyeh1,06/Jul/22 2:47 PM,Asus,Fixed,UEFIDriver,,,Closed,2.2.15.22232,2.2.15.22272,Garfield Peak 2 Solar (AX211),Harrison Peak 2 Solar (AX201),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2-High,cyeh1,issue with driver when reading the SAR table from BIOS,Fixed
